Complaint_ID,Date_Reported,Customer_ID,Region,Complaint_Type,Service_Type,Description,Priority,Status,Resolution_Date,Resolution_Time_Days,Customer_Satisfaction
COMP-00732,2025-03-20,CUST-4253,East,Billing Issue,Mobile,Customer reported call drop issue,Critical,Closed,2025-03-22,2.0,1.0
COMP-00733,2025-01-22,CUST-9706,Central,SMS Failure,Mobile,Customer reported poor voice quality issue,High,Resolved,,,
COMP-00734,2025-01-08,CUST-3469,South,No Signal,Fixed Line,Customer reported billing issue issue,Medium,Closed,2025-01-13,5.0,2.0
COMP-00735,2025-02-08,CUST-5665,West,Poor Voice Quality,Broadband,Customer reported slow internet issue,Critical,Closed,2025-02-21,13.0,3.0
COMP-00736,2025-02-12,CUST-5050,North,Call Drop,Fixed Line,Customer reported billing issue issue,Medium,Closed,2025-02-19,7.0,3.0
COMP-00737,2025-02-08,CUST-4761,Central,SMS Failure,Broadband,Customer reported service outage issue,Medium,Closed,2025-02-18,10.0,2.0
COMP-00738,2025-03-31,CUST-4156,East,Poor Voice Quality,Broadband,Customer reported service outage issue,High,Closed,2025-04-14,14.0,4.0
COMP-00739,2025-02-05,CUST-7600,South,Service Outage,TV,Customer reported poor voice quality issue,Critical,Closed,2025-02-14,9.0,4.0
COMP-00740,2025-01-25,CUST-8646,West,Call Drop,TV,Customer reported call drop issue,Critical,Closed,2025-01-28,3.0,1.0
COMP-00741,2025-03-10,CUST-7084,Central,Service Outage,Fixed Line,Customer reported poor voice quality issue,Medium,Resolved,,,
COMP-00742,2025-03-10,CUST-5492,North,Service Outage,TV,Customer reported no signal issue,High,Closed,2025-03-23,13.0,4.0
COMP-00743,2025-02-27,CUST-8760,North,Call Drop,Mobile,Customer reported sms failure issue,Medium,Closed,2025-03-11,12.0,4.0
COMP-00744,2025-01-14,CUST-7618,North,Call Drop,Broadband,Customer reported sms failure issue,Medium,Closed,2025-01-17,3.0,3.0
COMP-00745,2025-01-13,CUST-9036,West,Poor Voice Quality,Mobile,Customer reported service outage issue,High,Closed,2025-01-26,13.0,1.0
COMP-00746,2025-02-21,CUST-3157,East,Slow Internet,Fixed Line,Customer reported billing issue issue,High,Closed,2025-02-28,7.0,1.0
COMP-00747,2025-01-31,CUST-2438,North,Poor Voice Quality,Mobile,Customer reported billing issue issue,Low,Closed,2025-02-04,4.0,4.0
COMP-00748,2025-01-09,CUST-9227,West,SMS Failure,Broadband,Customer reported no signal issue,Medium,Resolved,,,
COMP-00749,2025-02-18,CUST-2562,Central,Call Drop,TV,Customer reported slow internet issue,Medium,Closed,,,2.0
COMP-00750,2025-03-06,CUST-7682,West,Call Drop,Broadband,Customer reported poor voice quality issue,Critical,Closed,2025-03-08,2.0,4.0
COMP-00751,2025-01-30,CUST-7123,South,Service Outage,Mobile,Customer reported call drop issue,Low,Closed,2025-01-30,0.0,4.0
COMP-00752,2025-01-09,CUST-1283,Central,Slow Internet,Mobile,Customer reported poor voice quality issue,High,Closed,2025-01-16,7.0,3.0
COMP-00753,2025-01-23,CUST-4049,Central,SMS Failure,TV,Customer reported slow internet issue,Low,Closed,2025-02-06,14.0,1.0
COMP-00754,2025-02-04,CUST-2778,Central,Billing Issue,TV,Customer reported slow internet issue,Medium,Closed,,,4.0
COMP-00755,2025-01-01,CUST-9825,South,No Signal,Fixed Line,Customer reported slow internet issue,Medium,Closed,2025-01-05,4.0,3.0
COMP-00756,2025-01-06,CUST-9284,South,Slow Internet,Broadband,Customer reported sms failure issue,Low,Closed,2025-01-06,0.0,5.0
COMP-00757,2025-02-16,CUST-8886,East,Service Outage,Mobile,Customer reported call drop issue,High,Open,,,
COMP-00758,2025-02-16,CUST-9733,North,No Signal,Mobile,Customer reported poor voice quality issue,Critical,Closed,,,5.0
COMP-00759,2025-02-05,CUST-1331,West,No Signal,Broadband,Customer reported slow internet issue,High,Closed,2025-02-14,9.0,2.0
COMP-00760,2025-03-29,CUST-6551,East,Billing Issue,Broadband,Customer reported poor voice quality issue,Critical,Closed,2025-04-09,11.0,3.0
COMP-00761,2025-03-11,CUST-9319,East,No Signal,Broadband,Customer reported slow internet issue,High,Closed,2025-03-12,1.0,1.0
COMP-00762,2025-03-02,CUST-2412,North,Billing Issue,TV,Customer reported poor voice quality issue,Critical,In Progress,,,
COMP-00763,2025-01-16,CUST-3816,Central,Call Drop,Fixed Line,Customer reported call drop issue,Low,Closed,,,3.0
COMP-00764,2025-01-28,CUST-4674,Central,Call Drop,Fixed Line,Customer reported service outage issue,Medium,Closed,2025-02-09,12.0,1.0
COMP-00765,2025-03-15,CUST-5072,West,Poor Voice Quality,Fixed Line,Customer reported service outage issue,Medium,Closed,2025-03-23,8.0,4.0
COMP-00766,2025-02-05,CUST-9436,West,Call Drop,Mobile,Customer reported slow internet issue,Low,Open,,,
COMP-00767,2025-02-08,CUST-3096,South,Slow Internet,Mobile,Customer reported slow internet issue,Low,Closed,2025-02-20,12.0,4.0
COMP-00768,2025-02-23,CUST-9443,Central,Call Drop,Broadband,Customer reported billing issue issue,Low,Closed,2025-03-09,14.0,3.0
COMP-00769,2025-01-18,CUST-5655,East,Call Drop,TV,Customer reported sms failure issue,Medium,Closed,2025-01-29,11.0,3.0
COMP-00770,2025-01-02,CUST-1958,West,Service Outage,TV,Customer reported billing issue issue,Low,Closed,2025-01-07,5.0,1.0
COMP-00771,2025-02-25,CUST-3678,East,Service Outage,Broadband,Customer reported poor voice quality issue,Medium,Closed,2025-03-10,13.0,2.0
COMP-00772,2025-03-28,CUST-3969,Central,Call Drop,Fixed Line,Customer reported poor voice quality issue,Critical,In Progress,,,
COMP-00773,2025-03-09,CUST-9386,East,Service Outage,Mobile,Customer reported slow internet issue,Critical,Closed,2025-03-10,1.0,4.0
COMP-00774,2025-01-29,CUST-6922,West,Call Drop,Broadband,Customer reported call drop issue,Low,Closed,2025-02-03,5.0,2.0
COMP-00775,2025-03-07,CUST-6358,South,Service Outage,TV,Customer reported poor voice quality issue,Medium,Closed,2025-03-12,5.0,2.0
COMP-00776,2025-03-26,CUST-3230,West,SMS Failure,TV,Customer reported slow internet issue,High,Closed,2025-04-05,10.0,5.0
COMP-00777,2025-01-26,CUST-1955,North,Billing Issue,Mobile,Customer reported call drop issue,High,Resolved,,,
COMP-00778,2025-01-21,CUST-4775,Central,Slow Internet,Broadband,Customer reported billing issue issue,High,Open,,,
COMP-00779,2025-03-29,CUST-3628,North,SMS Failure,TV,Customer reported call drop issue,Critical,In Progress,,,
COMP-00780,2025-03-13,CUST-5485,North,Poor Voice Quality,TV,Customer reported sms failure issue,Medium,Closed,,,5.0
COMP-00781,2025-01-01,CUST-7709,Central,SMS Failure,Mobile,Customer reported call drop issue,Low,Closed,2025-01-07,6.0,3.0
COMP-00782,2025-02-04,CUST-9689,East,Poor Voice Quality,TV,Customer reported no signal issue,Low,Closed,2025-02-15,11.0,4.0
COMP-00783,2025-01-12,CUST-5183,Central,No Signal,Mobile,Customer reported no signal issue,Medium,Closed,2025-01-17,5.0,1.0
COMP-00784,2025-03-20,CUST-9010,Central,Slow Internet,Mobile,Customer reported poor voice quality issue,High,Closed,2025-03-25,5.0,2.0
COMP-00785,2025-03-02,CUST-6243,Central,Slow Internet,Mobile,Customer reported service outage issue,Medium,In Progress,,,
COMP-00786,2025-02-08,CUST-8434,North,Slow Internet,Broadband,Customer reported call drop issue,Medium,Closed,2025-02-17,9.0,4.0
COMP-00787,2025-02-19,CUST-2149,East,SMS Failure,Fixed Line,Customer reported call drop issue,High,Closed,2025-02-25,6.0,5.0
COMP-00788,2025-03-22,CUST-1559,Central,Billing Issue,Broadband,Customer reported slow internet issue,Medium,Closed,2025-03-22,0.0,1.0
COMP-00789,2025-02-02,CUST-1791,Central,Service Outage,Fixed Line,Customer reported call drop issue,Low,Closed,2025-02-03,1.0,2.0
COMP-00790,2025-01-27,CUST-3902,South,Billing Issue,Mobile,Customer reported service outage issue,Low,Open,,,
COMP-00791,2025-01-29,CUST-6575,South,Service Outage,Mobile,Customer reported billing issue issue,Medium,Closed,2025-02-03,5.0,4.0
COMP-00792,2025-03-04,CUST-7830,South,Billing Issue,Mobile,Customer reported sms failure issue,Critical,Closed,,,5.0
COMP-00793,2025-03-24,CUST-7589,East,Service Outage,Broadband,Customer reported no signal issue,Critical,Closed,2025-04-06,13.0,1.0
COMP-00794,2025-02-23,CUST-5516,North,Billing Issue,Mobile,Customer reported billing issue issue,Medium,Closed,2025-03-07,12.0,3.0
COMP-00795,2025-01-09,CUST-2545,South,Call Drop,Mobile,Customer reported slow internet issue,Medium,Closed,2025-01-14,5.0,2.0
COMP-00796,2025-01-11,CUST-1091,East,No Signal,TV,Customer reported poor voice quality issue,Low,In Progress,,,
COMP-00797,2025-03-31,CUST-2278,West,Billing Issue,Broadband,Customer reported call drop issue,Low,Closed,2025-03-31,0.0,4.0
COMP-00798,2025-01-22,CUST-3427,North,Poor Voice Quality,Broadband,Customer reported no signal issue,Critical,Closed,2025-02-04,13.0,4.0
COMP-00799,2025-03-10,CUST-2912,West,Billing Issue,Broadband,Customer reported call drop issue,Medium,Closed,2025-03-23,13.0,5.0
COMP-00800,2025-03-02,CUST-4812,Central,SMS Failure,TV,Customer reported no signal issue,Medium,Closed,2025-03-09,7.0,3.0
COMP-00801,2025-01-01,CUST-4580,Central,No Signal,Mobile,Customer reported slow internet issue,Medium,Closed,2025-01-15,14.0,5.0
COMP-00802,2025-03-02,CUST-3494,North,Billing Issue,Fixed Line,Customer reported service outage issue,Medium,Closed,2025-03-16,14.0,1.0
COMP-00803,2025-02-07,CUST-4465,North,Poor Voice Quality,Broadband,Customer reported sms failure issue,High,Closed,,,3.0
COMP-00804,2025-02-25,CUST-1775,North,Service Outage,TV,Customer reported billing issue issue,Critical,Closed,2025-02-27,2.0,1.0
COMP-00805,2025-03-21,CUST-9555,Central,Billing Issue,TV,Customer reported slow internet issue,Low,Closed,2025-03-21,0.0,2.0
COMP-00806,2025-03-20,CUST-5983,East,Service Outage,Mobile,Customer reported poor voice quality issue,Low,Closed,2025-03-26,6.0,1.0
COMP-00807,2025-02-28,CUST-8051,South,No Signal,Mobile,Customer reported sms failure issue,High,Closed,2025-03-07,7.0,1.0
COMP-00808,2025-01-07,CUST-3339,North,Call Drop,Fixed Line,Customer reported service outage issue,Critical,Closed,2025-01-10,3.0,4.0
COMP-00809,2025-02-13,CUST-8660,East,Poor Voice Quality,Fixed Line,Customer reported call drop issue,High,Closed,2025-02-13,0.0,1.0
COMP-00810,2025-03-29,CUST-3912,West,SMS Failure,Broadband,Customer reported sms failure issue,Medium,Closed,2025-04-12,14.0,4.0
COMP-00811,2025-03-01,CUST-1664,Central,Billing Issue,TV,Customer reported no signal issue,Critical,Closed,,,4.0
COMP-00812,2025-02-06,CUST-2950,North,Call Drop,Fixed Line,Customer reported poor voice quality issue,Medium,Closed,2025-02-06,0.0,1.0
COMP-00813,2025-03-16,CUST-5571,North,No Signal,TV,Customer reported service outage issue,Low,Closed,,,3.0
COMP-00814,2025-02-11,CUST-6033,North,Billing Issue,Mobile,Customer reported billing issue issue,High,Closed,2025-02-13,2.0,2.0
COMP-00815,2025-03-18,CUST-4832,South,No Signal,TV,Customer reported billing issue issue,Medium,Closed,2025-03-21,3.0,4.0
COMP-00816,2025-03-22,CUST-6101,Central,No Signal,Mobile,Customer reported sms failure issue,Medium,Closed,2025-03-31,9.0,4.0
COMP-00817,2025-01-05,CUST-1381,East,Call Drop,Mobile,Customer reported service outage issue,High,Closed,,,4.0
COMP-00818,2025-01-12,CUST-7696,North,Slow Internet,Mobile,Customer reported sms failure issue,High,Closed,2025-01-21,9.0,5.0
COMP-00819,2025-03-18,CUST-8109,South,Poor Voice Quality,Mobile,Customer reported sms failure issue,Low,Closed,2025-03-30,12.0,5.0
COMP-00820,2025-02-19,CUST-7447,Central,Poor Voice Quality,TV,Customer reported no signal issue,Critical,Closed,2025-02-28,9.0,3.0
COMP-00821,2025-03-28,CUST-3299,South,Billing Issue,Fixed Line,Customer reported billing issue issue,High,Closed,2025-04-10,13.0,3.0
COMP-00822,2025-01-28,CUST-1368,East,Service Outage,Mobile,Customer reported poor voice quality issue,Low,Closed,2025-01-29,1.0,2.0
COMP-00823,2025-01-09,CUST-9973,West,Service Outage,Mobile,Customer reported slow internet issue,Critical,Closed,2025-01-18,9.0,4.0
COMP-00824,2025-02-06,CUST-3310,Central,Billing Issue,TV,Customer reported call drop issue,Medium,Closed,2025-02-20,14.0,3.0
COMP-00825,2025-03-24,CUST-2394,West,Billing Issue,Fixed Line,Customer reported poor voice quality issue,Critical,Closed,2025-04-07,14.0,2.0
COMP-00826,2025-01-31,CUST-6054,North,Service Outage,Fixed Line,Customer reported service outage issue,Low,Closed,,,1.0
COMP-00827,2025-02-27,CUST-5522,North,Poor Voice Quality,Mobile,Customer reported no signal issue,Critical,Closed,2025-03-03,4.0,1.0
COMP-00828,2025-03-16,CUST-2162,South,Billing Issue,TV,Customer reported call drop issue,Critical,In Progress,,,
COMP-00829,2025-01-19,CUST-6483,North,Billing Issue,Mobile,Customer reported slow internet issue,Critical,Closed,2025-02-02,14.0,5.0
COMP-00830,2025-01-19,CUST-5416,South,Service Outage,TV,Customer reported call drop issue,Critical,Closed,2025-01-28,9.0,1.0
COMP-00831,2025-03-27,CUST-2515,East,No Signal,Broadband,Customer reported sms failure issue,Critical,Closed,2025-03-29,2.0,4.0
COMP-00832,2025-03-21,CUST-7360,South,Service Outage,Mobile,Customer reported sms failure issue,Low,Closed,2025-04-02,12.0,1.0
COMP-00833,2025-03-13,CUST-2591,West,Slow Internet,Mobile,Customer reported billing issue issue,Low,Closed,2025-03-13,0.0,2.0
COMP-00834,2025-01-28,CUST-2330,East,Service Outage,Fixed Line,Customer reported sms failure issue,Critical,Closed,2025-02-02,5.0,2.0
COMP-00835,2025-01-02,CUST-2791,South,SMS Failure,Fixed Line,Customer reported no signal issue,High,Closed,2025-01-16,14.0,4.0
COMP-00836,2025-02-02,CUST-6393,Central,Poor Voice Quality,Fixed Line,Customer reported call drop issue,Low,Closed,2025-02-06,4.0,5.0
COMP-00837,2025-02-05,CUST-5416,South,Billing Issue,Mobile,Customer reported call drop issue,Critical,Closed,2025-02-10,5.0,4.0
COMP-00838,2025-02-14,CUST-8668,East,Poor Voice Quality,TV,Customer reported service outage issue,Low,Closed,2025-02-17,3.0,3.0
COMP-00839,2025-01-03,CUST-5128,Central,Billing Issue,TV,Customer reported no signal issue,Medium,Closed,2025-01-09,6.0,2.0
COMP-00840,2025-02-22,CUST-8154,South,No Signal,TV,Customer reported slow internet issue,Low,Closed,2025-03-08,14.0,2.0
COMP-00841,2025-03-26,CUST-5672,Central,Poor Voice Quality,Fixed Line,Customer reported no signal issue,Critical,Closed,2025-03-31,5.0,2.0
COMP-00842,2025-03-29,CUST-3748,North,Call Drop,Broadband,Customer reported no signal issue,Critical,Closed,2025-04-11,13.0,1.0
COMP-00843,2025-01-22,CUST-1178,Central,No Signal,TV,Customer reported service outage issue,Critical,Closed,2025-01-31,9.0,3.0
COMP-00844,2025-03-30,CUST-3918,South,No Signal,Fixed Line,Customer reported call drop issue,Critical,Closed,2025-04-10,11.0,3.0
COMP-00845,2025-02-25,CUST-6173,East,Call Drop,Mobile,Customer reported call drop issue,High,Closed,2025-03-05,8.0,5.0
COMP-00846,2025-03-17,CUST-4193,East,Call Drop,Broadband,Customer reported call drop issue,High,Closed,2025-03-27,10.0,3.0
COMP-00847,2025-01-11,CUST-3324,South,Billing Issue,TV,Customer reported poor voice quality issue,Medium,Open,,,
COMP-00848,2025-02-24,CUST-4370,South,Service Outage,Mobile,Customer reported service outage issue,High,Closed,2025-02-26,2.0,1.0
COMP-00849,2025-01-06,CUST-2602,East,No Signal,TV,Customer reported slow internet issue,Medium,In Progress,,,
COMP-00850,2025-02-23,CUST-2547,Central,Service Outage,Broadband,Customer reported slow internet issue,Critical,Open,,,
COMP-00851,2025-02-17,CUST-1489,Central,Poor Voice Quality,Broadband,Customer reported no signal issue,Critical,Closed,2025-02-24,7.0,5.0
COMP-00852,2025-01-21,CUST-2711,Central,SMS Failure,TV,Customer reported service outage issue,Medium,Closed,2025-01-27,6.0,4.0
COMP-00853,2025-02-10,CUST-9543,Central,No Signal,Broadband,Customer reported call drop issue,Low,Closed,2025-02-21,11.0,4.0
COMP-00854,2025-01-23,CUST-9339,North,Billing Issue,Mobile,Customer reported sms failure issue,Medium,In Progress,,,
COMP-00855,2025-03-08,CUST-8655,Central,Call Drop,TV,Customer reported sms failure issue,Critical,Closed,2025-03-16,8.0,5.0
COMP-00856,2025-03-16,CUST-1643,West,Poor Voice Quality,Broadband,Customer reported call drop issue,Low,Closed,,,5.0
COMP-00857,2025-02-09,CUST-5727,West,Slow Internet,TV,Customer reported service outage issue,Medium,In Progress,,,
COMP-00858,2025-01-01,CUST-8450,South,Slow Internet,Mobile,Customer reported poor voice quality issue,Critical,Closed,2025-01-06,5.0,1.0
COMP-00859,2025-01-04,CUST-6951,West,Service Outage,TV,Customer reported sms failure issue,Medium,In Progress,,,
COMP-00860,2025-01-13,CUST-9288,East,No Signal,Broadband,Customer reported billing issue issue,Medium,Closed,2025-01-15,2.0,4.0
COMP-00861,2025-02-07,CUST-9999,West,Billing Issue,Fixed Line,Customer reported sms failure issue,Low,Closed,2025-02-14,7.0,3.0
COMP-00862,2025-02-06,CUST-5984,Central,Poor Voice Quality,Broadband,Customer reported sms failure issue,Low,Closed,2025-02-12,6.0,5.0
COMP-00863,2025-01-17,CUST-9452,South,Service Outage,Fixed Line,Customer reported billing issue issue,Medium,Closed,2025-01-22,5.0,4.0
COMP-00864,2025-01-19,CUST-4544,South,Billing Issue,TV,Customer reported no signal issue,Critical,Closed,2025-01-20,1.0,3.0
COMP-00865,2025-02-25,CUST-2228,East,No Signal,Fixed Line,Customer reported billing issue issue,High,Closed,2025-03-11,14.0,1.0
COMP-00866,2025-01-12,CUST-2445,Central,Call Drop,TV,Customer reported poor voice quality issue,Medium,Resolved,,,
COMP-00867,2025-02-12,CUST-7892,North,Slow Internet,Broadband,Customer reported sms failure issue,Low,Closed,2025-02-22,10.0,5.0
COMP-00868,2025-02-17,CUST-8682,West,Poor Voice Quality,TV,Customer reported no signal issue,Medium,Closed,2025-03-01,12.0,3.0
COMP-00869,2025-02-10,CUST-2351,West,Slow Internet,Fixed Line,Customer reported slow internet issue,Low,Closed,2025-02-21,11.0,2.0
COMP-00870,2025-01-23,CUST-7172,South,No Signal,Broadband,Customer reported billing issue issue,High,Closed,2025-01-26,3.0,2.0
COMP-00871,2025-01-10,CUST-8988,South,SMS Failure,Fixed Line,Customer reported no signal issue,Low,Resolved,,,
COMP-00872,2025-01-15,CUST-9726,East,Slow Internet,Broadband,Customer reported poor voice quality issue,Low,Closed,2025-01-17,2.0,2.0
COMP-00873,2025-03-26,CUST-8398,West,Call Drop,Fixed Line,Customer reported slow internet issue,Medium,Closed,2025-04-02,7.0,3.0
COMP-00874,2025-02-27,CUST-8825,West,Call Drop,Fixed Line,Customer reported no signal issue,Low,Open,,,
COMP-00875,2025-03-25,CUST-1490,Central,No Signal,Mobile,Customer reported slow internet issue,Medium,Closed,2025-03-28,3.0,5.0
COMP-00876,2025-03-04,CUST-5639,East,Service Outage,TV,Customer reported no signal issue,High,Closed,2025-03-05,1.0,1.0
COMP-00877,2025-01-31,CUST-7509,North,No Signal,Fixed Line,Customer reported call drop issue,High,Closed,2025-02-05,5.0,3.0
COMP-00878,2025-02-18,CUST-6433,West,Billing Issue,Fixed Line,Customer reported call drop issue,Low,Closed,2025-02-18,0.0,2.0
COMP-00879,2025-01-18,CUST-1798,North,Call Drop,Broadband,Customer reported no signal issue,Critical,Closed,2025-01-27,9.0,2.0
COMP-00880,2025-03-11,CUST-4018,West,Poor Voice Quality,Broadband,Customer reported billing issue issue,Critical,Closed,2025-03-25,14.0,1.0
